Gene,logFC,logCPM,LR,PValue,trended.disp,tagwise.disp,ctrl0,ctrl1,ctrl2,ctrl3,C0,C1,C3
LYSMD3,-0.149893324,6.050605776,26.05696017,3.31E-07,0.003164005,0.002986588,2190,1782,1220,1151,1881,1544,1126
HIF3A,-0.248956966,4.614253071,25.99936408,3.42E-07,0.004160669,0.005868809,943,577,530,399,641,568,380
GAB2,0.179875729,5.553892747,25.97492996,3.46E-07,0.003280312,0.003300119,1287,993,923,880,1281,1234,1018
CORO6,0.351454406,3.603381821,25.82276635,3.74E-07,0.00687161,0.008090471,361,192,231,223,415,315,244
AP1S1,0.111011992,6.972936657,25.81250181,3.76E-07,0.002927956,0.002397696,3020,2907,2776,2510,3042,3320,2649
TRANK1,-0.315984359,3.793788017,25.79415526,3.80E-07,0.006239429,0.010475885,688,345,168,179,465,275,214
NLN,0.103447223,7.108235709,25.53591273,4.34E-07,0.002856656,0.002225696,3765,3254,2560,2627,3862,3574,2794
TRMT61A,0.227852736,4.909096636,25.50276048,4.42E-07,0.003734896,0.00428099,708,551,725,642,804,739,655
PAK4,0.10981999,6.982436915,25.45913888,4.52E-07,0.002923287,0.003089479,3367,2590,2860,2557,3248,3183,2639
RNF150,-0.19486905,5.287584796,25.44928339,4.54E-07,0.003408433,0.002852698,1144,1108,758,751,963,973,656
TRUB1,-0.14061088,6.260319539,25.42779056,4.59E-07,0.003132898,0.003874285,2265,1870,1745,1528,2122,1480,1461
ZSCAN30,-0.248822691,4.612550262,25.40530231,4.65E-07,0.004163656,0.0033214,771,624,548,480,618,517,421
GPSM1,0.101291415,7.198674053,25.36002856,4.76E-07,0.002803566,0.003556157,4422,2608,3340,2982,4254,3326,2995
UBE2W,-0.151822817,5.99292961,25.35803734,4.76E-07,0.003173076,0.004598529,1959,1643,1210,1261,1811,1252,1251
ZBTB41,-0.142870086,6.132060821,25.28357915,4.95E-07,0.003151859,0.003886768,2264,2068,1235,1126,2116,1656,1101
RUVBL2,0.115212548,6.842826178,25.13048729,5.36E-07,0.002986415,0.003631829,2929,2299,2761,2393,2965,2884,2301
HRC,-0.465348219,2.733231652,25.10485017,5.43E-07,0.009933625,0.00890624,169,329,98,70,126,218,65
NHLRC2,-0.102376952,7.134818973,25.01711662,5.68E-07,0.002841482,0.002897937,4006,3352,2950,3011,3911,2996,2618
FABP3,0.172448718,5.630758845,24.95946251,5.85E-07,0.003254259,0.004183376,1644,652,1121,1026,1701,900,1072
CARD8,-0.116591407,6.791162983,24.95504752,5.87E-07,0.00300666,0.002543903,2976,2953,2642,2077,2674,2627,1996
DTYMK,0.124606858,6.62805946,24.94608212,5.90E-07,0.003059233,0.004208231,2291,1810,2434,2343,2399,2332,2210
ORC2,-0.157717638,5.882664354,24.90484852,6.02E-07,0.003192424,0.002948131,1883,1396,1281,1157,1636,1191,1090
LRP12,-0.111461808,6.844786402,24.90254689,6.03E-07,0.002985613,0.003780074,3603,3077,2146,2058,3402,2489,2080
FAM108A1,0.137597545,6.314835447,24.88464886,6.09E-07,0.003124384,0.003523004,2145,1435,1910,1673,2147,1830,1721
HAUS2,0.124207481,6.578518705,24.88205169,6.09E-07,0.003072165,0.002649225,2626,2010,2106,1842,2864,2124,1970
C18orf54,-0.110214899,6.919421356,24.87914147,6.10E-07,0.002953258,0.003715757,3395,3335,2664,2188,3335,2714,2105
FASTKD2,-0.129934633,6.449818081,24.87230527,6.13E-07,0.003100566,0.004388857,2482,2219,1915,1760,2406,1723,1694
UPP1,0.211341144,5.067960491,24.86839534,6.14E-07,0.003572687,0.00288203,725,818,734,621,795,964,722
ZNF449,-0.210721847,4.999842569,24.85675896,6.18E-07,0.003637252,0.003207112,1093,859,596,574,941,750,459
RFTN1,0.141467957,6.121204501,24.8434635,6.22E-07,0.003153453,0.003301055,2340,1531,1173,1088,2275,1893,1216
CLASRP,0.138916268,6.284792291,24.81803849,6.30E-07,0.003129132,0.003040998,1847,1544,1774,1741,1903,1881,1800
AGGF1,-0.149013117,6.130909116,24.7964305,6.37E-07,0.003152028,0.002588154,1794,1427,1887,1706,1562,1287,1538
TAF2,-0.114397705,6.808580241,24.78239442,6.42E-07,0.003000031,0.002800511,3230,2777,2446,2253,3045,2399,2082
TTLL12,0.120559537,6.672396991,24.73509628,6.58E-07,0.003046547,0.003716363,2658,2057,2341,2125,2828,2517,1992
FAM101B,0.154397626,5.953917317,24.68769925,6.74E-07,0.003179567,0.002986192,1733,1114,1403,1271,1851,1168,1493
TGFBI,-0.523838954,2.485079119,24.66062236,6.84E-07,0.010683132,0.008274115,140,160,118,150,88,103,119
ZSCAN26,-0.229006455,4.757861145,24.66006942,6.84E-07,0.003930899,0.003730235,842,856,498,434,683,698,416
TYK2,0.113157342,6.798929648,24.59326853,7.08E-07,0.003003729,0.002427575,3237,2529,2208,1976,3282,2886,2089
KLF16,0.141332578,6.19381524,24.58923665,7.09E-07,0.00314282,0.003384916,2015,1366,1601,1533,2064,1717,1562
SEPW1,0.116156033,6.762406334,24.57313038,7.15E-07,0.003017164,0.003484041,2892,2326,2375,2109,2674,2880,2291
PPP1R35,0.258026587,4.560735104,24.42889559,7.71E-07,0.004257448,0.006767827,492,346,666,566,510,546,604
CBX6,0.148082985,6.000342951,24.41348463,7.77E-07,0.003171878,0.005276417,2039,1295,1259,1102,1984,1784,1073
FIBP,0.143503955,6.124755211,24.37833529,7.92E-07,0.003152931,0.002676111,1924,1475,1477,1322,1997,1721,1425
ILVBL,0.135150402,6.340253943,24.34264713,8.06E-07,0.00312024,0.004257387,2031,1587,1958,1709,2076,2062,1639
SCYL1,0.106759844,6.980865566,24.34140057,8.07E-07,0.002924063,0.002589384,3494,2749,2747,2382,3467,3225,2472
SERPINB6,0.18460508,5.374867541,24.33362439,8.10E-07,0.00335905,0.003840344,1220,820,818,768,1242,1083,820
DDX54,0.108625223,6.965051641,24.31247795,8.19E-07,0.002931791,0.003564208,3314,2338,2998,2664,3223,2965,2659
SH2B1,0.125586255,6.517741515,24.30590067,8.22E-07,0.003086427,0.004022987,2432,1884,1966,1864,2303,2438,1918
ZNF267,-0.255229055,4.445755545,24.26381124,8.40E-07,0.004485289,0.003471654,707,555,434,444,570,460,379
PQLC1,0.14472815,6.120474878,24.26002565,8.42E-07,0.00315356,0.002841892,1880,1454,1625,1282,1875,1705,1455
ARSK,-0.273930364,4.238129072,24.25708217,8.43E-07,0.004962922,0.005105368,647,561,394,282,496,438,281
WBP1L,-0.135746817,6.279022208,24.25316549,8.45E-07,0.003130027,0.003188873,2176,2130,1651,1474,2022,1790,1383
KANK1,-0.219667095,4.899082929,24.22672615,8.56E-07,0.003746539,0.003995649,717,997,597,550,555,828,546
SCAMP3,0.1256145,6.539129585,24.21436528,8.62E-07,0.003081595,0.002833681,2334,2036,2237,1783,2355,2422,1855
REXO1,0.104548118,7.053312052,24.19773034,8.69E-07,0.002886823,0.003050899,3333,2766,2973,2844,3406,3326,2765
CLCN7,0.119161932,6.66256857,24.16959983,8.82E-07,0.003049455,0.003132527,2589,2258,2190,1992,2531,2764,2046
CTSL1,-0.187483424,5.349619854,24.16278747,8.85E-07,0.003372518,0.003321091,1156,1112,891,805,1040,981,644
ZNF697,-0.182534154,5.382238328,24.15464404,8.89E-07,0.003355238,0.005774816,1282,1257,777,698,1166,922,726
LIMS2,0.37504176,3.24060707,24.13076728,9.00E-07,0.008157285,0.018745788,355,143,131,134,351,305,149
EDN1,0.339535563,3.458567213,24.11273871,9.09E-07,0.007375951,0.006061312,397,312,108,71,490,372,108
MED12,-0.102847295,7.060464478,23.9488782,9.89E-07,0.002882987,0.00256235,3827,3355,2832,2648,3334,3378,2328
MOCS3,-0.232917663,4.714724323,23.94658207,9.90E-07,0.003995281,0.003333871,802,641,574,563,683,543,457
ALG13,-0.140028626,6.166505061,23.93291196,9.98E-07,0.003146821,0.003236073,2094,1791,1481,1486,1906,1487,1415
TICRR,0.111229152,6.846065974,23.93027621,9.99E-07,0.002985088,0.002639415,2963,2517,2518,2318,3178,2819,2317
CREB3,0.127361365,6.45178375,23.92952215,9.99E-07,0.00310018,0.002860019,2506,1755,1944,1657,2470,2089,1813
SLC6A8,-0.105573345,7.012018793,23.87268543,1.03E-06,0.002908414,0.002439625,3280,3428,2979,2594,3032,3085,2432
DUS3L,0.17262511,5.602249191,23.83357677,1.05E-06,0.003263448,0.005127695,1206,781,1103,1169,1214,1110,1187
PLGRKT,0.197432575,5.180647204,23.80636005,1.07E-06,0.003480647,0.003010118,935,759,778,696,1066,852,785
KIAA0020,0.114315069,6.766258226,23.79267635,1.07E-06,0.00301579,0.002384394,3036,2098,2499,2205,3160,2349,2318
GNAL,-0.239039559,4.668481453,23.77866868,1.08E-06,0.004068736,0.004415779,717,619,621,557,548,610,427
AXIN1,0.133286178,6.317452907,23.72114631,1.11E-06,0.003123963,0.004551146,2050,1572,1749,1719,2089,2066,1629
MRPL12,0.130236479,6.414213947,23.71041203,1.12E-06,0.003107332,0.004173397,2306,1446,2120,1850,2286,1912,1846
EIF2B1,0.131626175,6.364782784,23.70858766,1.12E-06,0.003116111,0.002626035,2072,1692,1888,1714,2225,1891,1807
GRK6,0.155089679,5.906912123,23.67827712,1.14E-06,0.003187883,0.003600101,1571,1120,1472,1218,1551,1439,1305
JRKL,-0.179422079,5.411837434,23.67824952,1.14E-06,0.003340459,0.002849975,1386,1138,844,758,1179,992,686
XRN1,-0.107621149,6.870114091,23.63398293,1.17E-06,0.002975025,0.002894228,3729,3036,2214,2120,3521,2600,2003
TP53I13,0.140549858,6.188021657,23.6026982,1.18E-06,0.003143671,0.003471982,1708,1534,1756,1522,1768,1910,1514
PPP2R1B,-0.104550816,7.036321002,23.59489157,1.19E-06,0.002895822,0.003212029,3530,2988,3176,2864,3344,2481,2784
ANKRD32,-0.153271315,5.894737976,23.53217795,1.23E-06,0.00319014,0.003513237,1748,1522,1352,1159,1663,1300,964
PPP2R3C,-0.138413378,6.175740755,23.45612789,1.28E-06,0.00314547,0.002678427,2106,1738,1507,1540,1854,1538,1434
SOS2,-0.10159801,7.042073185,23.45457967,1.28E-06,0.002892794,0.003768952,3841,3772,2628,2252,3724,3077,2272
LINC00265,0.19805747,5.130815193,23.45427957,1.28E-06,0.003519196,0.004647949,995,672,718,673,1041,923,682
MPST,0.150007172,6.022693642,23.45135876,1.28E-06,0.003168328,0.005251417,1568,1159,1727,1416,1501,1615,1426
CCDC85B,0.157755508,5.863496176,23.41517876,1.31E-06,0.003196149,0.003356684,1406,994,1502,1334,1608,1161,1338
EBP,0.132997612,6.317062517,23.40680728,1.31E-06,0.003124026,0.003965802,2164,1525,1884,1607,2127,1982,1620
NOP14,0.122224336,6.563854632,23.39844157,1.32E-06,0.003075759,0.003325662,2524,1743,2229,2026,2543,2170,2042
HTRA1,-0.220860288,4.888844634,23.37664189,1.33E-06,0.00375863,0.008051828,936,633,775,601,693,458,683
DZIP3,-0.114022616,6.73105821,23.31124464,1.38E-06,0.003027983,0.003029263,3212,2581,2378,2030,2951,2182,1991
RBL1,0.141627633,6.106975732,23.29013695,1.39E-06,0.003155549,0.003464973,1694,1605,1459,1332,1929,1596,1519
CHTF18,0.134013027,6.287569078,23.25183309,1.42E-06,0.003128699,0.004381774,1991,1499,1794,1687,1969,1982,1659
GGT7,0.132792036,6.292447782,23.24920312,1.42E-06,0.003127936,0.00396414,2091,1693,1727,1490,2040,2178,1493
C2orf44,-0.157919012,5.796188885,23.23455598,1.43E-06,0.003210311,0.002913182,1543,1417,1219,1163,1382,1217,1050
ALG9,-0.116559679,6.648862331,23.19489348,1.46E-06,0.003053418,0.002475854,2946,2512,2098,1993,2651,2281,1849
TAF1C,0.118434231,6.608804243,23.1753539,1.48E-06,0.003064408,0.004485894,2632,2091,2060,1919,2500,2747,1875
HIST2H2BE,-0.344311104,3.564691622,23.16134409,1.49E-06,0.007004684,0.006122486,425,296,293,202,287,255,174
MEGF10,-0.138587968,6.142259121,23.0912586,1.54E-06,0.003150366,0.002803576,2088,1710,1439,1490,1859,1484,1395
NBEAL2,0.325683654,3.696101052,23.0533063,1.58E-06,0.00655867,0.010466801,346,216,276,251,374,372,259
TRIM41,0.128234257,6.382841786,23.02217132,1.60E-06,0.003112979,0.002852015,2183,1748,1813,1679,2165,2079,1810
ARHGAP19,0.105261042,6.918976007,22.92796762,1.68E-06,0.002953461,0.002540113,3379,2668,2480,2319,3657,2769,2444
