Gene symbol,mean(ASD) - mean(CTRL),p-value,q-value,Neurogenesis,SFARI
NXF1,0.383617384,0.002967607,0.028115314,FALSE,FALSE
OAZ1,-0.447617171,0.000712862,0.013904691,FALSE,FALSE
OCIAD2,-0.462195798,0.000111188,0.00577449,FALSE,FALSE
OCLM,-0.401395804,0.002368456,0.025711257,FALSE,FALSE
OR10A3,-0.366528638,0.005557607,0.038873421,FALSE,FALSE
OR2A14,-0.386360323,0.00341471,0.030292585,FALSE,FALSE
OR2A42,-0.463346039,0.000433777,0.011047372,FALSE,FALSE
OR2AG1,0.363215541,0.005988435,0.040247679,FALSE,FALSE
OR2AG2,-0.398951314,0.002496839,0.02612156,FALSE,FALSE
OR2F1,-0.392176983,0.002959676,0.028083295,FALSE,FALSE
OR4D6,0.464962143,0.000414541,0.010910124,FALSE,FALSE
OR4S1,-0.346928128,0.00863287,0.04871873,FALSE,FALSE
OR51A4,0.416406708,0.001575879,0.020630762,FALSE,FALSE
OR5AR1,-0.346673627,0.00877044,0.04925383,FALSE,FALSE
OR6C4,0.459405123,0.000490298,0.011585064,FALSE,FALSE
OR6C76,-0.527050369,6.13E-05,0.004472248,FALSE,FALSE
OR8B8,-0.355982404,0.007039147,0.043580547,FALSE,FALSE
OR9G9,0.479749966,0.000276517,0.008979493,FALSE,FALSE
OR9K2,0.356007018,0.006995763,0.043519895,FALSE,FALSE
ORC1L,-0.391950112,0.002961099,0.028083295,FALSE,FALSE
ORC6L,0.415484534,0.001619949,0.020953156,FALSE,FALSE
OSBPL9,0.312929702,0.007714887,0.045980688,FALSE,FALSE
OSMR,0.404199751,0.002182663,0.024521457,FALSE,FALSE
OTC,0.367889913,0.005380349,0.038368048,FALSE,FALSE
OTEX,0.425860161,0.00123194,0.017939676,FALSE,FALSE
OVOS2,0.321510489,0.007166312,0.044104462,FALSE,FALSE
OXCT2,0.363367919,0.005935272,0.040115514,FALSE,FALSE
OXSM,0.361543478,0.006184599,0.040743701,FALSE,FALSE
P11,0.384068282,0.003630307,0.031254077,FALSE,FALSE
P2RX7,0.519887406,7.67E-05,0.005148835,FALSE,FALSE
P2RY11,0.515403086,8.60E-05,0.005316132,FALSE,FALSE
PABPC4,0.422757038,0.001333742,0.018639256,FALSE,FALSE
PAF1,0.585085146,7.87E-06,0.001540776,FALSE,FALSE
PAGE1,0.349852784,0.008140055,0.047228512,FALSE,FALSE
PAK1,-0.447574031,0.000680215,0.013638029,FALSE,FALSE
PAK1IP1,0.368083728,0.005215753,0.0377846,FALSE,FALSE
PANK2,0.43160557,2.73E-05,0.002871557,FALSE,FALSE
PAPLN,0.384848749,0.003517703,0.030720391,FALSE,FALSE
PAQR5,0.447373685,0.000687507,0.013638029,FALSE,FALSE
PARP15,0.507950547,0.000114377,0.005812642,FALSE,FALSE
PAX5,-0.400049059,0.002421474,0.025876082,FALSE,FALSE
PBK,-0.453132936,0.000580424,0.01253247,FALSE,FALSE
PBX3,-0.371635844,0.004887033,0.036378643,FALSE,FALSE
PBX4,0.496418574,0.00016162,0.007010499,FALSE,FALSE
PCBD1,-0.48193863,5.23E-05,0.004058625,FALSE,FALSE
PCDHA13,0.389338626,0.003176636,0.029185981,FALSE,FALSE
PCDHB9,0.48410932,0.00023404,0.008342016,FALSE,FALSE
PCMT1,-0.585833591,7.64E-06,0.001540776,FALSE,FALSE
PCMTD1,0.361489555,0.006100227,0.040603433,FALSE,FALSE
PCNP,-0.407049494,0.001979063,0.023524168,FALSE,FALSE
PCYOX1,0.533148777,5.11E-05,0.004058625,FALSE,FALSE
PDCD4,0.397457182,0.002578244,0.026366888,FALSE,FALSE
PDCD7,0.521070101,7.13E-05,0.004941059,FALSE,FALSE
PDCL2,0.485077657,0.000231231,0.008342016,FALSE,FALSE
PDDC1,0.422746472,0.000607136,0.012725132,FALSE,FALSE
PDE6D,-0.366625818,0.005455752,0.038613009,FALSE,FALSE
PDK4,0.373720408,0.004654747,0.035395976,FALSE,FALSE
PDP2,0.49449985,0.000172678,0.007097846,FALSE,FALSE
PDSS1,-0.433689622,0.000996164,0.016441296,FALSE,FALSE
PDSS2,0.62244848,2.00E-06,0.000996054,FALSE,FALSE
PDXP,-0.462533667,0.000438603,0.011074562,FALSE,FALSE
PDZD3,0.379419362,0.004053577,0.032878465,FALSE,FALSE
PEAR1,0.366452747,0.005608131,0.039008217,FALSE,FALSE
PEG10,-0.361780045,0.006144219,0.040678886,FALSE,FALSE
PELO,-0.491827405,0.000182712,0.007217806,FALSE,FALSE
PELP1,0.382369157,0.003775771,0.031627296,FALSE,FALSE
PEPD,-0.584367316,8.11E-06,0.001540776,FALSE,FALSE
PEX7,-0.383590579,0.003616,0.03120526,FALSE,TRUE
PF4,0.453426183,0.000581333,0.01253247,FALSE,FALSE
PFAAP5,0.433152028,0.001019986,0.016658581,FALSE,FALSE
PFKP,0.34934902,0.008224227,0.047540427,FALSE,FALSE
PFN1,-0.432676344,0.001015354,0.016607717,FALSE,FALSE
PGAM4,0.481087759,0.000252444,0.00864099,FALSE,FALSE
PGAP1,0.477906382,0.000288292,0.00919722,FALSE,FALSE
PGD,-0.397378036,0.00255587,0.026249026,FALSE,FALSE
PGM2,-4.97E-01,0.000156249,0.006890268,FALSE,FALSE
PH-4,0.49743523,5.27E-05,0.004058625,FALSE,FALSE
PHACTR1,0.429484189,0.001134301,0.017383955,FALSE,FALSE
PHB2,-0.365943357,0.005503176,0.03877305,FALSE,FALSE
PHOX2A,0.404154708,0.002195077,0.024610387,FALSE,FALSE
PHYH2,-0.56707395,1.53E-05,0.002188103,FALSE,FALSE
PIAS4,0.468241824,0.000367588,0.010359563,FALSE,FALSE
PIGF,-0.286957968,0.004392051,0.034283481,FALSE,FALSE
PIGK,-0.465077833,0.000408258,0.010910124,FALSE,FALSE
PIGT,-0.460217507,0.000472112,0.011427439,FALSE,FALSE
PIGX,0.369748375,0.005104837,0.037439636,FALSE,FALSE
PIK3C2B,0.416646051,0.001578055,0.020630762,FALSE,FALSE
PILRB,0.382622823,0.001063464,0.016865197,FALSE,FALSE
PIN1,-0.503667668,0.000126085,0.006051301,FALSE,FALSE
PIP3-E,-0.474478389,0.000312378,0.009601714,FALSE,FALSE
PIP5KL1,0.353559121,0.007425932,0.045018637,FALSE,FALSE
PIR,-0.499020414,0.000130181,0.006220593,FALSE,FALSE
PIWIL1,0.423790181,0.00131623,0.018487612,FALSE,FALSE
PIWIL3,-0.360077468,0.006425403,0.041562528,FALSE,FALSE
PKD1,0.421486528,0.000601327,0.012662047,FALSE,FALSE
PLA2G2D,0.490331206,0.000192259,0.007321619,FALSE,FALSE
PLA2G4B,0.37021872,0.004998911,0.036810797,FALSE,FALSE
PLCH2,0.425868196,0.00125839,0.0180938,FALSE,FALSE
PLDN,0.515139323,8.78E-05,0.005396743,FALSE,FALSE
PLEKHA1,0.368612386,0.00571399,0.039373823,FALSE,FALSE
PLEKHC1,0.449816457,0.000650571,0.013335486,FALSE,FALSE
PLEKHG2,0.564844202,1.68E-05,0.002226888,FALSE,FALSE
PLEKHJ1,-0.398161194,0.002526003,0.026180915,FALSE,FALSE
PLK2,-0.380414258,0.003966307,0.032426546,FALSE,FALSE
PLS3,0.407903121,0.002023919,0.023671747,FALSE,FALSE
PLSCR2,0.462061749,0.000448297,0.011123617,FALSE,FALSE
PLXNA1,0.522576414,6.89E-05,0.004802939,FALSE,FALSE
PLXNA3,0.469480028,0.000357071,0.01025529,FALSE,FALSE
PLXND1,-0.383209384,0.003691287,0.031433537,FALSE,FALSE
PML,0.311372984,0.001050144,0.01680008,FALSE,FALSE
PMPCA,0.565697055,1.57E-05,0.002188103,FALSE,FALSE
PMVK,-0.423079467,0.001305946,0.018391739,FALSE,FALSE
PNKP,0.379969345,0.00397308,0.032444501,FALSE,FALSE
PNMA1,-0.375570739,0.004412482,0.034370663,FALSE,FALSE
PNPO,-0.46134015,0.000456249,0.011219154,FALSE,FALSE
PNPT1,0.364822891,0.005632344,0.039051173,FALSE,FALSE
PODXL2,0.346678843,0.008818438,0.049383936,FALSE,FALSE
POF1B,-0.35962045,0.006438363,0.041600244,FALSE,FALSE
POFUT1,0.355767216,0.000786136,0.014654738,FALSE,FALSE
POGZ,0.385674412,0.001110921,0.017169928,FALSE,TRUE
POL3S,0.458775954,0.000485302,0.011519401,FALSE,FALSE
POLD4,-0.390485619,0.00310989,0.028839761,FALSE,FALSE
POLG,-0.427765578,0.001150151,0.017477535,FALSE,FALSE
POLH,0.36770228,0.005382196,0.038368048,FALSE,FALSE
POLR1C,0.333300089,0.008828598,0.049390277,FALSE,FALSE
POLR1E,0.415264819,0.001632681,0.021018469,FALSE,FALSE
POLR2B,-0.44213224,0.000793701,0.014670794,FALSE,FALSE
POLR2D,-0.391923536,0.0029355,0.028029545,FALSE,FALSE
POLR2G,-0.372256298,0.004727629,0.035724498,FALSE,FALSE
POU6F1,0.348664505,0.008235132,0.047553223,FALSE,FALSE
PPAN,0.551325433,2.58E-05,0.002845942,FALSE,FALSE
PPAN-P2RY11,0.458881855,0.000482304,0.011483408,FALSE,FALSE
PPFIA4,0.349501067,0.008051718,0.046917854,FALSE,FALSE
PPGB,0.442816028,0.00076109,0.014359075,FALSE,FALSE
PPIH,-0.508148562,0.000109758,0.005774177,FALSE,FALSE
PPIL3,0.328813693,0.002277246,0.025298361,FALSE,FALSE
PPM1B,0.368030852,0.001001381,0.016483363,FALSE,FALSE
PPM1D,-0.461733001,0.000445399,0.011076809,FALSE,FALSE
PPM1G,0.299175428,0.007939113,0.046723537,FALSE,FALSE
PPM1K,0.455156451,0.000546744,0.012135455,FALSE,FALSE
PPM1M,0.543859972,3.55E-05,0.003201033,FALSE,FALSE
PPP2R2B,0.463880011,1.70E-05,0.002226888,FALSE,FALSE
PPP2R3A,0.462375424,0.000211266,0.0078101,FALSE,FALSE
PRCP,-0.446425001,0.000418325,0.010910124,FALSE,FALSE
PRDM11,0.430636709,0.00109134,0.017011451,FALSE,FALSE
PRDM12,-0.472173762,0.000332123,0.009902657,FALSE,FALSE
PRDX3,-0.346410695,0.008583179,0.048588656,FALSE,FALSE
PRDX4,-0.471906319,0.000338779,0.009938634,FALSE,FALSE
PRIC285,0.378481801,0.004222601,0.033434173,FALSE,FALSE
PRKCBP1,0.368055505,0.002171124,0.024442012,FALSE,FALSE
PRKCDBP,-0.368822611,0.005208459,0.0377846,FALSE,FALSE
PRKD2,0.34423958,0.003867117,0.031985747,FALSE,FALSE
PRKG2,0.362782352,0.00614748,0.040678886,FALSE,FALSE
PRKRIR,-0.3642841,0.005819167,0.039697997,FALSE,FALSE
PRKX,0.401123118,0.002355016,0.025666853,FALSE,FALSE
PRO0149,-0.477493614,0.00028785,0.00919722,FALSE,FALSE
PRO1853,0.286947576,0.003354023,0.029984938,FALSE,FALSE
PROSC,-0.356117193,0.006951699,0.043374163,FALSE,FALSE
PRPF31,-0.381014926,0.00386721,0.031985747,FALSE,FALSE
PRPF4B,0.41509655,0.000425885,0.011024758,FALSE,FALSE
PRPH,0.412544323,0.001747721,0.021943136,FALSE,FALSE
PRPS1,-0.461505188,0.000444738,0.011076809,FALSE,FALSE
PRRG2,0.383598027,0.00375483,0.03161541,FALSE,FALSE
PRRG4,0.451589297,0.000615559,0.012830062,FALSE,FALSE
PRSS15,0.347605775,0.008520601,0.048409421,FALSE,FALSE
PRSSL1,-0.443164482,0.000776702,0.014578221,FALSE,FALSE
PSAP,0.361570719,0.005802167,0.039656784,FALSE,FALSE
PSG1,0.35060822,0.00816676,0.047283167,FALSE,FALSE
PSG6,0.319077186,0.002419235,0.025876082,FALSE,FALSE
PSIP1,0.29727045,0.007377565,0.044899548,FALSE,FALSE
PSMA3,-0.349545957,0.006094578,0.040590524,FALSE,FALSE
PSMA4,-0.352237952,0.007556307,0.045282187,FALSE,FALSE
PSMA6,-0.433389114,0.000993279,0.016441296,FALSE,FALSE
PSMB1,-0.460388639,0.000464588,0.011347719,FALSE,FALSE
PSMB2,-0.345650327,0.0087727,0.04925383,FALSE,FALSE
PSMB5,-0.435887788,0.000916877,0.015902835,FALSE,FALSE
PSMB6,-0.467828682,0.00037241,0.01044239,FALSE,FALSE
PSMD1,-0.349934576,0.007956515,0.046723537,FALSE,FALSE
PSMD11,-0.378900978,0.004140357,0.033128983,FALSE,FALSE
PSMD2,-0.513490263,9.21E-05,0.005486763,FALSE,FALSE
PSMD3,-0.374020165,0.004607035,0.03524059,FALSE,FALSE
PSMD6,-0.463425402,0.000427185,0.011024758,FALSE,FALSE
PSMD7,-0.387690582,0.00322158,0.029328037,FALSE,FALSE
PSME2,-0.463214455,0.000427141,0.011024758,FALSE,FALSE
PSORS1C1,0.49283029,0.000181687,0.00720335,FALSE,FALSE
PSPC1,-0.494305193,0.000168932,0.007097846,FALSE,FALSE
PSTPIP1,0.387143156,0.003370544,0.030010053,FALSE,FALSE
PTCD1,0.432581932,0.001012068,0.016578753,FALSE,FALSE
PTD015,-0.545994744,3.09E-05,0.002965451,FALSE,FALSE
PTDSS2,0.40005153,0.002396398,0.025835185,FALSE,FALSE
PTER,0.327953067,0.00235385,0.025666853,FALSE,FALSE
PTGER2,0.347938943,0.008463143,0.048280953,FALSE,FALSE
PTGFRN,-0.452226062,0.000598776,0.012662047,FALSE,FALSE
PTPDC1,0.451736179,1.59E-05,0.002188103,FALSE,FALSE
PTPLAD2,0.482507331,0.000241635,0.00847484,FALSE,FALSE
PTPN23,0.446221473,0.000702354,0.013779121,FALSE,FALSE
PTPN6,0.343768313,0.000712792,0.013904691,FALSE,FALSE
PTPRR,0.320692361,0.007008685,0.043536876,FALSE,FALSE
PUSL1,0.430760999,0.001074817,0.016942157,FALSE,FALSE
QDPR,-0.607914243,3.37E-06,0.001272174,FALSE,FALSE
QP-C,-0.382976232,0.003647363,0.031254077,FALSE,FALSE
QPRT,0.432792466,0.001044886,0.01680008,FALSE,FALSE
RAB11FIP3,0.386894263,0.003347879,0.029978999,FALSE,FALSE
RAB1B,-0.348520803,0.008317581,0.047852551,FALSE,FALSE
RAB26,0.456526284,0.000532818,0.011947517,FALSE,FALSE
RAB39B,0.364968735,0.005744116,0.039457175,FALSE,TRUE
RAB3IP,0.403280174,0.000591125,0.012608999,FALSE,FALSE
RAB40C,0.45980361,0.000475861,0.011427439,FALSE,FALSE
RAB5B,0.447368732,0.000683558,0.013638029,FALSE,FALSE
RABEPK,-0.36560302,0.005698056,0.039288765,FALSE,FALSE
RABGEF1,0.347829952,0.00841942,0.0480603,FALSE,FALSE
RABL2B,-0.387123691,0.003369844,0.030010053,FALSE,FALSE
RAD51,0.301355886,0.003757466,0.03161541,FALSE,FALSE
RAD51AP1,-0.439773869,0.000838757,0.015120498,FALSE,FALSE
RAET1L,0.506978723,0.00011593,0.005820379,FALSE,FALSE
RAFTLIN,0.362363964,0.006044619,0.040454775,FALSE,FALSE
RAI14,0.583695412,9.40E-06,0.001686963,FALSE,FALSE
RAI17,0.366552166,0.005629968,0.039051173,FALSE,FALSE
RALA,-0.380298064,0.003963557,0.032426546,FALSE,FALSE
RALB,-0.435536011,0.00095518,0.016129795,FALSE,FALSE
RALGDS,0.34047125,0.005055449,0.03712719,FALSE,FALSE
RAP1B,0.327502433,0.002974139,0.028128495,FALSE,FALSE
RAP1GA1,5.21E-01,7.98E-05,0.005310573,FALSE,FALSE
RAPGEF1,0.399264404,0.000232082,0.008342016,FALSE,FALSE
RASA3,0.457542259,0.000517958,0.011710298,FALSE,FALSE
RASSF3,0.399579533,0.002475621,0.026029873,FALSE,FALSE
RAVER1,0.369516161,0.005077332,0.037262886,FALSE,FALSE
RAXL1,0.487679009,0.00020726,0.007723404,FALSE,FALSE
RB1,-0.449018042,0.000646477,0.013297204,FALSE,FALSE
RBBP7,-0.379708243,0.003957701,0.032426546,FALSE,FALSE
RBCK1,0.41746544,0.001043647,0.01680008,FALSE,FALSE
RBL2,0.368871515,0.005214708,0.0377846,FALSE,FALSE
RBM3,0.431063563,0.00022139,0.008063201,FALSE,FALSE
RBMX,-0.363365203,0.005892679,0.039992046,FALSE,FALSE
RBP2,0.400625627,0.002381412,0.025755555,FALSE,FALSE
RC74,-0.397234256,0.002604212,0.02637313,FALSE,FALSE
RCBTB2,-0.362127032,0.006145119,0.040678886,FALSE,FALSE
RCCD1,0.360352189,0.001430619,0.019494085,FALSE,FALSE
RCP9,0.289847464,0.005021364,0.036951263,FALSE,FALSE
RCSD1,0.413836671,0.001714108,0.021634048,FALSE,FALSE
RDBP,0.539444314,3.90E-05,0.003408966,FALSE,FALSE
RELA,-0.350867443,0.007902001,0.046616633,FALSE,FALSE
RFC1,-0.404043943,0.002186994,0.024544914,FALSE,FALSE
RFC4,-0.374969426,0.003532606,0.030816587,FALSE,FALSE
RFWD3,-0.355236463,0.007179026,0.044157878,FALSE,FALSE
RFX1,0.440042376,0.000824964,0.014945722,FALSE,FALSE
RGL2,0.429706577,0.001097888,0.01708919,FALSE,FALSE
RHBDF1,0.59698083,5.38E-06,0.001436319,FALSE,FALSE
RHBDL2,0.400668331,0.002414094,0.025876082,FALSE,FALSE
RHOBTB2,0.619083761,2.35E-06,0.001117702,FALSE,FALSE
RIPK1,0.493133838,0.00017545,0.007097846,FALSE,FALSE
RKHD2,-0.345181456,0.008982927,0.04992186,FALSE,FALSE
RLTPR,0.40981199,0.00184662,0.022496967,FALSE,FALSE
RNF150,0.350322844,0.008385733,0.047967231,FALSE,FALSE
RNF165,0.363982687,0.005986525,0.040247679,FALSE,FALSE
RNF32,0.362611931,0.005995285,0.040247679,FALSE,FALSE
RNF6,0.517380407,5.84E-07,0.000532203,FALSE,FALSE
RNUXA,0.4552201,0.000552232,0.012185875,FALSE,FALSE
ROCK2,0.400627908,0.002357412,0.025666853,FALSE,FALSE
RP1-112K5.2,-0.61388179,2.74E-06,0.001198572,FALSE,FALSE
RPIB9,0.358114908,0.006832403,0.043066771,FALSE,FALSE
RPL11,0.534151041,4.76E-05,0.003943058,FALSE,FALSE
RPL12,-0.356445378,0.006862706,0.043127348,FALSE,FALSE
RPL18,0.562842136,1.83E-05,0.002331806,FALSE,FALSE
RPL22,-0.346228386,0.008603205,0.048626555,FALSE,FALSE
RPL24,-0.504248601,0.000124156,0.006051301,FALSE,FALSE
RPL26,-0.460478021,0.000460529,0.011289617,FALSE,FALSE
RPL26L1,-0.443456543,0.000753175,0.014297951,FALSE,FALSE
RPL27,-0.358649844,0.006530523,0.041869801,FALSE,FALSE
RPL27A,-0.380077446,0.003967918,0.032426546,FALSE,FALSE
RPL30,-0.464275394,0.000411855,0.010910124,FALSE,FALSE
RPL35,0.404540192,0.00216328,0.024385665,FALSE,FALSE
RPL35A,-0.395026428,0.002693918,0.026700693,FALSE,FALSE
RPL39L,-0.361876191,0.006020716,0.040344148,FALSE,FALSE
RPL7L1,0.39031005,0.003050911,0.028553464,FALSE,FALSE
RPL9,-0.27648295,0.001970476,0.023462498,FALSE,FALSE
RPLP2,0.517412959,8.41E-05,0.005316132,FALSE,FALSE
RPS13,-0.625887668,1.69E-06,0.000882078,FALSE,FALSE
RPS15,-0.596411637,5.19E-06,0.001436319,FALSE,FALSE
RPS16,0.571601369,1.38E-05,0.002041689,FALSE,FALSE
RPS19,0.353149514,0.007499586,0.0451857,FALSE,FALSE
RPS2,-0.424804515,0.001261641,0.0180938,FALSE,FALSE
RPS24,0.228981374,0.004317837,0.033942635,FALSE,FALSE
RPS26,-0.368941428,0.005158493,0.037556272,FALSE,FALSE
RPS29,0.263299816,0.00266298,0.026538973,FALSE,FALSE
RPS3,-0.584678996,8.10E-06,0.001540776,FALSE,FALSE
RPS4X,-0.482671849,0.000245371,0.008550922,FALSE,FALSE
RPS5,-0.728962552,2.03E-08,7.40E-05,FALSE,FALSE
RPS6KL1,0.368713298,0.005288154,0.038018282,FALSE,FALSE
RPUSD4,0.438680513,0.000866823,0.015435611,FALSE,FALSE
RREB1,0.277574791,0.005826172,0.039697997,FALSE,FALSE
RSAFD1,-0.368455402,0.005232749,0.037820096,FALSE,FALSE
RSHL2,0.350500136,0.007957679,0.046723537,FALSE,FALSE
RSRC1,-0.373771679,0.00460681,0.03524059,FALSE,FALSE
RTN4IP1,-0.385879691,0.003433427,0.030334945,FALSE,FALSE
RUNDC2A,0.458556551,0.000496573,0.011585864,FALSE,FALSE
RUTBC1,0.365937857,0.005570055,0.038873421,FALSE,FALSE
RWDD4A,-0.436452279,0.000924216,0.015976752,FALSE,FALSE
S100A11,-0.366139385,0.00552892,0.03884045,FALSE,FALSE
S100A3,-0.38185339,0.003945873,0.032426546,FALSE,FALSE
S100A4,-0.394091904,0.002765925,0.02697998,FALSE,FALSE
SAE1,-0.3658392,0.005532675,0.03884045,FALSE,FALSE
SALL3,0.548801966,2.90E-05,0.002965451,FALSE,FALSE
SAMD7,-0.388900682,0.003249647,0.029461,FALSE,FALSE
SAP30BP,0.400573253,0.002376465,0.025747122,FALSE,FALSE
SAPS3,0.37747602,0.004204225,0.033340807,FALSE,FALSE
SBDSP,-0.391735112,0.002957326,0.028083295,FALSE,FALSE
SBF2,0.352287826,0.007848912,0.046375337,FALSE,FALSE
SC5DL,0.372619632,0.004769482,0.035893743,FALSE,FALSE
SCAP,0.437756706,0.000885426,0.015551873,FALSE,FALSE
SCFD2,-0.490943614,0.000192468,0.007321619,FALSE,TRUE
SCLY,0.530610653,5.34E-05,0.00408514,FALSE,FALSE
SCN3A,0.269167828,0.006721689,0.042565063,FALSE,FALSE
SCNN1D,0.418871919,0.00149,0.019932035,FALSE,FALSE
SCOC,-0.442681539,0.000765964,0.014426157,FALSE,FALSE
SCPEP1,0.381142423,0.003936373,0.032410809,FALSE,FALSE
SCUBE1,-0.356197231,0.007014158,0.043536876,FALSE,FALSE
SDAD1,0.473159409,0.000318353,0.009715516,FALSE,FALSE
SDHA,-0.453950373,0.000565397,0.012299982,FALSE,FALSE
SDSL,-0.456375557,0.000534848,0.011968506,FALSE,FALSE
SEC11L3,-0.49086136,0.000187616,0.007256251,FALSE,FALSE
SEC22C,-0.356854455,0.004869245,0.036329017,FALSE,FALSE
SEC22L1,0.511187025,0.000100139,0.005590696,FALSE,FALSE
SEC22L2,0.383537004,0.003609767,0.031200679,FALSE,FALSE
SEC31L1,0.348437523,0.007299919,0.044600633,FALSE,FALSE
SELE,-0.567802464,1.50E-05,0.002188103,FALSE,FALSE
SELK,-0.48865528,0.000204965,0.007680948,FALSE,FALSE
SEMA3E,0.405933035,0.002068581,0.023826895,FALSE,FALSE
SEMA7A,0.381006526,0.003954146,0.032426546,FALSE,FALSE
SET,-0.462786519,0.000431187,0.011047372,FALSE,FALSE
SETBP1,0.667908947,3.16E-07,0.000345887,FALSE,FALSE
SETX,0.358352233,0.00657253,0.041960472,FALSE,FALSE
SFN,0.399906564,0.002457113,0.025952783,FALSE,FALSE
SFRS15,-0.382530369,0.003786304,0.031659129,FALSE,FALSE
SFRS16,0.380990058,0.003829874,0.031797108,FALSE,FALSE
SFRS9,-0.344965254,0.00888413,0.049548954,FALSE,FALSE
SFTPB,0.326929207,0.005506332,0.03877305,FALSE,FALSE
SFXN3,0.415909776,0.001602481,0.020850451,FALSE,FALSE
SGCE,-0.366918899,0.005409535,0.038462709,FALSE,FALSE
SGK,0.412869333,0.001784114,0.022109581,FALSE,FALSE
SGOL2,-0.429464781,0.001131625,0.01736727,FALSE,FALSE
SGSH,0.348396429,0.008360314,0.047877857,FALSE,FALSE
SH2D3A,0.361866503,0.006158179,0.040692144,FALSE,FALSE
SH3GLB1,-0.395973189,0.002632498,0.026383399,FALSE,FALSE
SH3MD2,-0.370563336,0.00504004,0.037038884,FALSE,FALSE
SHARPIN,0.423053033,0.001341539,0.01870046,FALSE,FALSE
SHCBP1,0.449202142,0.000637101,0.013153787,FALSE,FALSE
SHFM1,-0.475009493,0.000301158,0.009388712,FALSE,FALSE
SHMT2,0.379360283,0.004026115,0.03273103,FALSE,FALSE
SHPRH,0.354138579,0.003674871,0.031370588,FALSE,FALSE
SHROOM4,0.385940215,0.003416118,0.030292585,FALSE,FALSE
SIAH2,-0.431881497,0.001048504,0.01680008,FALSE,FALSE
SIN3A,-0.404180895,0.002152824,0.024380624,FALSE,FALSE
SIPA1L1,0.366779927,0.005458903,0.038613009,FALSE,FALSE
SIRPG,0.568810558,2.92E-06,0.001227974,FALSE,FALSE
SIRT5,0.400662571,0.001336827,0.01865854,FALSE,FALSE
SIRT6,-0.371813234,0.004869785,0.036329017,FALSE,FALSE
SKIV2L,0.388160606,0.0032059,0.029271784,FALSE,FALSE
SLAMF1,-0.383574298,0.003675335,0.031370588,FALSE,FALSE
SLAMF6,0.423063066,0.001308639,0.018405973,FALSE,FALSE
SLAMF7,0.435198199,0.000965591,0.016255424,FALSE,FALSE
SLC10A5,-0.348140493,0.008419572,0.0480603,FALSE,FALSE
SLC16A12,0.383140084,0.003643702,0.031254077,FALSE,FALSE
SLC1A1,-0.397582654,0.002568003,0.026311331,FALSE,TRUE
SLC1A5,0.359122246,0.00653537,0.041869801,FALSE,FALSE
SLC20A2,0.354835011,0.007111938,0.043868514,FALSE,FALSE
SLC23A1,0.408726262,0.000478747,0.01146326,FALSE,FALSE
SLC23A2,0.356859949,0.002345091,0.025661282,FALSE,FALSE
SLC25A15,-0.39934008,0.002437177,0.025927545,FALSE,FALSE
SLC25A25,0.297387909,0.005781236,0.039540784,FALSE,FALSE
SLC25A37,0.426488815,0.001204607,0.017805063,FALSE,FALSE
SLC25A45,0.449300457,0.00066183,0.013493313,FALSE,FALSE
SLC29A2,0.364776577,0.005654167,0.039073863,FALSE,FALSE
SLC2A10,0.443851216,0.000770685,0.014490128,FALSE,FALSE
SLC30A3,0.359535229,0.006507928,0.041791864,FALSE,FALSE
SLC30A4,0.429799465,0.001138855,0.017429337,FALSE,FALSE
SLC35B1,-0.378150759,0.004120302,0.033054704,FALSE,FALSE
SLC35B4,0.504591834,0.000125006,0.006051301,FALSE,FALSE
SLC35E1,0.434804594,0.000951059,0.016085028,FALSE,FALSE
SLC36A4,0.498921111,0.000145985,0.006683893,FALSE,FALSE
SLC39A13,-0.364760095,0.005733204,0.039406961,FALSE,FALSE
SLC39A3,0.293528633,0.00206705,0.023826895,FALSE,FALSE
SLC45A3,-0.375878834,0.004441668,0.03454384,FALSE,FALSE
SLC4A5,0.379112062,0.000805735,0.014793603,FALSE,FALSE
SLC4A8,0.602404939,3.69E-06,0.001301855,FALSE,FALSE
SLC5A8,0.514339216,9.04E-05,0.005467779,FALSE,FALSE
SLC7A1,0.406759703,0.002048712,0.023761234,FALSE,FALSE
SLC7A6,0.485952612,0.000116724,0.005832238,FALSE,FALSE
SLC9A2,0.397134898,0.002724109,0.026806382,FALSE,FALSE
SLC9A5,0.426999304,0.00121919,0.017883447,FALSE,FALSE
SLCO2B1,-0.359467957,0.006477626,0.041719692,FALSE,FALSE
SLCO4A1,0.351599282,0.007822737,0.046345806,FALSE,FALSE
SLITL2,0.352136746,0.007827073,0.046346398,FALSE,FALSE
SLITRK6,0.379015626,0.004097384,0.032965287,FALSE,FALSE
SMARCA4,-0.359236764,0.006531963,0.041869801,FALSE,FALSE
SMARCAL1,0.395354868,0.00271689,0.026765566,FALSE,FALSE
SMARCC2,0.339676734,0.002152656,0.024380624,FALSE,FALSE
SMEK2,-0.365810712,0.005560878,0.038873421,FALSE,FALSE
SMG5,-0.458672635,0.00049548,0.011585064,FALSE,FALSE
SMPD2,0.412837634,0.001756646,0.021943136,FALSE,FALSE
SNAP29,-0.413344629,0.001749317,0.021943136,FALSE,FALSE
SNAPC1,0.514894911,8.95E-05,0.005447876,FALSE,FALSE
SNF1LK,0.419600784,0.001489809,0.019932035,FALSE,FALSE
SNORD36C,0.447354421,0.000689386,0.013641304,FALSE,FALSE
